Período,Região,Encargos SNS (Ambulatório),Encargos Utentes (Ambulatório),Valor PVP (Ambulatório),Encargos SNS (Genéricos) 
2021-03,Algarve,4766049.35,2699269.24,7465318.59,918463.52
2021-03,Alentejo,5372641.09,2791318.96,8163960.05,1259476.21
2021-04,Norte,36630781.0,19223349.0,55854130.0,8083555.0
2021-04,Lisboa,38452282.0,21584601.0,60036883.0,8365283.0
2021-04,Algarve,4522863.0,2538758.0,7061621.0,867567.0
2021-06,Lisboa,39090437.06,21749957.96,60840395.02,8454322.6
2021-07,Centro,31930273.73,16066077.62,47996351.35,6559241.46
2021-07,Alentejo,5524176.54,2790685.33,8314861.87,1271838.02
2021-08,Lisboa,37200654.62,20169572.55,57370227.17,8036309.9
2021-08,Centro,30253153.04,15035998.86,45289151.9,6225003.64
2021-11,Norte,41448555.05,22130064.86,63578619.91,8791860.81
2021-11,Centro,32725197.4,16825810.93,49551008.33,6609901.84
2021-11,Alentejo,5583495.36,2872390.71,8455886.07,1249481.37
2021-12,Lisboa,43402808.92,24108828.14,67511637.06,9173399.0
2022-03,Algarve,5347734.1,2957829.96,8305564.06,1019086.17
2022-03,Alentejo,5914148.07,3001064.65,8915212.72,1338955.07
2011-01,Alentejo,5377795.949999999,3029425.960000001,8407221.91,1357521.66
2011-01,Norte,32193671.029999997,18474824.529999997,50668495.559999995,7441560.63
2011-02,Centro,26820693.66,15201533.440000001,42022227.1,5931993.65
2011-03,Alentejo,6013595.579999998,3241438.950000001,9255034.53,1524954.3900000001
2011-03,Centro,30273143.849999998,16694856.390000012,46968000.24000001,6776217.96
2011-03,Lisboa,40336813.410000004,23848540.04999999,64185353.45999999,8971660.68
2011-04,Alentejo,5266820.029999999,3025345.3899999997,8292165.419999999,1245771.92
2011-04,Centro,26818443.119999997,15582873.009999998,42401316.129999995,5570449.84
2011-05,Alentejo,6068224.959999999,3561672.25,9629897.209999999,1454943.44
2011-05,Algarve,4391555.179999999,2895330.9400000004,7286886.119999999,876145.83
2011-07,Alentejo,5834352.150000001,3672445.7799999984,9506797.93,1251945.9300000002
2011-08,Alentejo,5397497.299999999,3291820.1500000004,8689317.45,1206860.38
2011-08,Algarve,4432532.280000001,2988992.1599999983,7421524.4399999995,803752.2600000001
2011-08,Centro,27828512.849999998,16388027.639999997,44216540.489999995,5593946.609999999
2011-09,Alentejo,5499604.83,3396375.2300000023,8895980.060000002,1244373.92
2011-09,Algarve,4196945.67,2837344.6000000006,7034290.2700000005,779013.11
2011-10,Algarve,4037142.28,2850827.850000002,6887970.130000002,689136.54
2011-10,Lisboa,37429523.10999999,25292107.150000006,62721630.26,7144738.790000001
2011-10,Norte,33666527.879999995,21289184.390000015,54955712.27000001,6831774.0200000005
2012-01,Centro,28014748.2,16770118.719999995,44784866.919999994,5296210.3
2012-02,Algarve,3732606.9799999995,2528123.3900000015,6260730.370000001,659504.9099999998
2012-02,Centro,26484172.669999994,15437129.430000007,41921302.1,5210201.31
2012-02,Lisboa,34789175.44,22542649.06000001,57331824.50000001,6869650.680000001
2012-02,Norte,31189491.270000003,18723022.029999994,49912513.3,6531181.190000001
2012-04,Alentejo,4671031.760000001,2804022.589999997,7475054.349999998,927657.26
2012-04,Norte,29139727.009999998,17458568.839999996,46598295.849999994,5694773.519999999
2012-07,Centro,24542290.049999997,13743194.120000005,38285484.17,4372785.640000001
2012-08,Lisboa,30130357.169999998,17094515.660000008,47224872.830000006,5673308.85
2012-09,Lisboa,30624463.969999995,17453273.660000015,48077737.63000001,5836555.9399999995
2012-10,Algarve,3745606.0300000007,2242552.939999999,5988158.97,611882.66
2012-10,Norte,31129729.140000004,17494619.899999987,48624349.03999999,6094935.660000002
2012-11,Algarve,3572176.889999999,2099213.550000001,5671390.44,606325.22
2012-12,Alentejo,4366425.260000001,2384065.629999999,6750490.89,932378.4700000001
2012-12,Centro,23880805.240000002,12815871.50999999,36696676.74999999,4574765.71
2013-03,Alentejo,4355806.63,2521310.5599999996,6877117.1899999995,979071.5299999998
2013-05,Alentejo,5034064.850000001,2918321.759999999,7952386.609999999,1120815.89
2013-05,Centro,26521400.89,15273723.21,41795124.1,5386596.93
2013-06,Algarve,3607149.87,2186894.92,5794044.79,666960.6699999999
2013-07,Norte,31573894.649999995,17842582.22000001,49416476.870000005,6925963.57
2013-09,Norte,29197527.189999994,16734145.110000003,45931672.3,6374453.58
2013-10,Alentejo,4860002.69,2905017.2700000005,7765019.960000001,1094521.8299999998
2014-03,Norte,30491812.009999994,17398448.18000001,47890260.190000005,6931080.52
2014-04,Alentejo,4439760.039999999,2649254.5199999996,7089014.559999999,1023192.82
2014-04,Lisboa,33053670.82999999,21144919.439999998,54198590.26999999,7198350.68
2014-05,Alentejo,4849471.9,2857296.5300000003,7706768.430000001,1114843.88
2014-05,Algarve,3761397.380000001,2378527.7800000003,6139925.160000001,701244.1699999999
2014-06,Alentejo,4483991.4399999995,2580062.9700000016,7064054.410000001,1037133.8
2014-06,Lisboa,32597755.650000006,20365722.889999986,52963478.53999999,7132689.540000001
2014-07,Centro,25879868.76,15273355.52999999,41153224.28999999,5407408.770000001
2014-09,Alentejo,4585835.08,2655485.7699999996,7241320.85,1068650.7999999998
2014-10,Alentejo,4912589.22,2894102.620000002,7806691.840000002,1131778.12
2014-10,Lisboa,36119389.7,23255193.200000003,59374582.900000006,7758839.069999998
2014-10,Norte,32096027.880000003,19151424.490000002,51247452.370000005,7181660.89
2014-11,Alentejo,4495049.7299999995,2615839.2699999996,7110888.999999999,1041776.49
2014-11,Centro,24636897.58,14318200.42000001,38955098.00000001,5083112.079999999
2014-12,Lisboa,35554781.21999999,22147170.59000001,57701951.81,7705004.76
2014-12,Norte,31258963.109999992,17986446.450000003,49245409.559999995,7054292.609999999
2015-02,Alentejo,4427901.94,2594922.01,7022823.95,1016304.49
2015-03,Lisboa,35592060.75,22262467.630000003,57854528.38,7617452.85
2015-03,Algarve,3829398.52,2357305.97,6186704.49,697405.13
2015-04,Algarve,3758566.9499999997,2318550.4600000004,6077117.41,676404.67
2015-05,Centro,24536846.4,14288349.610000007,38825196.010000005,5072611.36
2015-05,Alentejo,4537732.72,2678901.4300000006,7216634.15,1037574.69
2015-07,Alentejo,4840803.1899999995,2808482.5999999996,7649285.789999999,1123325.63
2015-08,Lisboa,30169709.450000003,18447682.589999996,48617392.04,6751852.58
2015-09,Norte,30002821.590000004,17490665.28999999,47493486.879999995,6849538.24
2015-09,Lisboa,33317295.98,20819135.149999995,54136431.129999995,7448124.27
2015-11,Centro,25328475.59,14697832.73,40026308.32,5242872.39
2015-11,Algarve,3755020.18,2308664.6200000006,6063684.800000001,688583.5
2015-12,Norte,31690935.19,18322993.330000002,50013928.52,7130267.96
2016-01,Centro,25109300.8,14707863.859999996,39817164.66,5190213.0
2016-01,Algarve,3713960.89,2297103.72,6011064.61,685261.52
2016-03,Lisboa,35986586.099999994,22114904.940000013,58101491.04000001,7955444.52
2016-05,Norte,31410151.18,17862473.119999997,49272624.3,7085312.8
2016-05,Centro,25788014.35,14444954.18,40232968.53,5352235.03
2016-06,Lisboa,33964041.01,20571253.689999998,54535294.699999996,7413846.4
2016-07,Norte,30630963.8,17225187.12,47856150.92,6845888.45
2016-08,Lisboa,31405246.229999997,18554469.17000001,49959715.400000006,6848587.67
2016-09,Centro,25325490.56,14135571.629999999,39461062.19,5195731.32
2016-09,Lisboa,33262144.33,20220063.96,53482208.29,7206054.56
2016-09,Alentejo,4571504.470000001,2551592.7299999995,7123097.2,1051476.31
2016-09,Algarve,3797757.38,2290318.4000000004,6088075.78,681758.23
2016-10,Norte,31770780.58,18493210.71,50263991.29,7034091.65
2016-11,Alentejo,4735107.76,2660924.090000001,7396031.850000001,1071257.04
2016-12,Lisboa,35605378.47,21963624.340000004,57569002.81,7595643.96
2016-12,Algarve,3840196.74,2297782.24,6137978.98,681008.28
2017-01,Algarve,3881394.75,2335754.16,6217148.91,701392.73
2017-02,Lisboa,32794645.17,19928245.64,52722890.81,7023297.46
2017-02,Algarve,3534683.81,2110239.53,5644923.34,639631.39
2017-03,Norte,33933801.699999996,19060049.990000002,52993851.69,7513784.8
2017-03,Algarve,4146441.4299999997,2456724.99,6603166.42,750600.99
2017-04,Norte,29124114.61,16520144.240000002,45644258.85,6622059.05
2017-05,Alentejo,4935000.47,2732762.6100000003,7667763.08,1164995.67
2017-05,Algarve,4002517.79,2396487.1000000006,6399004.890000001,755841.81
2017-06,Lisboa,34717337.600000046,20634099.17000007,55351436.770000115,7760043.929999988
2017-06,Algarve,3898027.089999993,2314934.710000023,6212961.800000016,737750.4899999986
2017-08,Centro,25747210.349999905,13845150.769999899,39592361.1199998,5380755.46
2017-08,Lisboa,32007036.030000024,18694516.009999715,50701552.03999974,7163133.039999994
2017-10,Centro,26716474.669999942,15011030.860000148,41727505.53000009,5510785.670000004
2017-11,Alentejo,4801559.450000003,2700763.2599999756,7502322.709999979,1126339.4100000008
2017-11,Algarve,3954617.199999998,2382112.4400000176,6336729.6400000155,738003.7500000013
2018-01,Centro,27831381.319999896,15356885.230000101,43188266.55,5879477.289999973
2018-02,Centro,19086332.09,10302652.219999999,29388984.31,3992238.02
2018-02,Alentejo,5177662.8,2856722.92,8034385.72,1253500.01
2018-04,Alentejo,5404703.08,2967241.37,8371944.45,1295863.32
2018-04,Algarve,3874547.98,2278334.32,6152882.3,732170.36
2018-06,Alentejo,4747878.8300000075,2585172.8999999566,7333051.729999964,1149025.6900000006
2018-06,Algarve,4055316.7499999823,2380037.2800000096,6435354.029999992,771040.3200000012
2018-09,Lisboa,33590432.50999993,19817471.669999972,53407904.1799999,7655865.790000006
2018-11,Centro,21476513.100000046,11422011.64999992,32898524.749999966,4478941.6700000055
2018-11,Lisboa,38369553.77999991,22994244.19000011,61363797.97000002,8682572.210000016
2018-11,Alentejo,5727077.139999977,3138800.1500000386,8865877.290000016,1396642.410000001
2018-11,Algarve,4127205.690000005,2438955.8100000247,6566161.50000003,784870.4500000019
2019-01,Centro,40131384.750000134,24066424.709999673,64197809.45999981,8961370.22000001
2019-01,Lisboa,22239568.44999996,11867520.610000126,34107089.060000084,4602461.130000002
2019-02,Norte,37107334.13000009,20614444.76999999,57721778.90000008,8324354.499999985
2019-02,Algarve,3914925.0999999973,2312802.499999995,6227727.599999992,740516.1300000013
2019-03,Lisboa,37327810.36999987,21992190.01000052,59320000.38000039,8299282.570000004
2019-06,Norte,32326477.959999952,17331548.199999917,49658026.15999987,7220990.149999975
2019-08,Norte,33761747.389999986,17840215.82000085,51601963.210000835,7532631.959999965
2019-08,Centro,27960253.019999836,14347982.140000414,42308235.16000025,5805929.5799999945
2020-02,Algarve,4318388.209999997,2479885.119999999,6798273.329999996,802567.2999999984
2020-03,Alentejo,6584267.809999981,3300163.409999923,9884431.219999904,1483492.210000006
2020-04,Norte,32336676.500000056,16060884.719999943,48397561.22,7016878.770000027
2020-05,Lisboa,33717595.34000012,18450932.809999846,52168528.14999997,7355315.710000018
2020-06,Centro,27661557.19999995,13982277.930000193,41643835.130000144,5737633.439999995
2020-06,Algarve,4186446.4999999963,2356101.8199999845,6542548.319999981,796273.1699999988
2020-08,Lisboa,32856158.520000122,18284518.559999697,51140677.07999982,7163402.579999982
2020-08,Alentejo,4708279.940000035,2443544.769999978,7151824.710000013,1101860.2700000103
2020-09,Centro,28466516.289999984,14705536.520000562,43172052.81000055,5859364.36999998
2020-09,Algarve,4421212.009999997,2530917.9800000126,6952129.99000001,826566.4800000009
2020-10,Alentejo,5153787.380000002,2763704.3899999764,7917491.769999978,1197288.9200000078
2021-01,Algarve,4583152.52,2577011.81,7160164.33,867659.61
2021-02,Lisboa,36222848.0,20299219.0,56522067.0,7916485.0
2021-04,Centro,29355189.0,14922794.0,44277983.0,6102288.0
2021-04,Alentejo,5102194.0,2628423.0,7730617.0,1183477.0
2021-05,Norte,37484063.49,19678598.11,57162661.6,8222710.3
2021-05,Centro,29873543.42,15144907.81,45018451.23,6189488.47
2021-05,Algarve,4605104.33,2601280.89,7206385.22,878163.57
2021-05,Alentejo,5143078.05,2675485.31,7818563.36,1196096.97
2021-09,Alentejo,5276149.61,2653675.87,7929825.48,1204419.15
2021-10,Norte,40319509.1,21405616.48,61725125.58,8586196.86
2022-01,Lisboa,42328759.88,23365503.34,65694263.22,8931878.78
2022-01,Algarve,4858062.36,2667623.4,7525685.76,916130.99
2011-01,Algarve,3883052.8200000003,2438349.33,6321402.15,821313.0199999999
2011-02,Norte,31277271.409999993,17642792.26000001,48920063.67,7314057.500000001
2011-03,Algarve,4344470.27,2634773.8100000015,6979244.080000001,918212.8999999999
2011-05,Norte,35457873.83,20617992.590000004,56075866.42,8006913.029999999
2011-06,Centro,29712256.08,16591577.170000002,46303833.25,6387877.319999999
2011-08,Lisboa,34402351.98,21923287.840000004,56325639.82,6979954.289999999
2011-08,Norte,31784560.56,18853869.63,50638430.19,6807184.489999999
2011-09,Centro,29223825.209999997,17163890.980000008,46387716.190000005,5973198.96
2011-09,Norte,33500620.83,19754160.900000006,53254781.730000004,7304760.3999999985
2011-11,Lisboa,37444895.230000004,24400880.36,61845775.59,7303446.31
2011-12,Alentejo,5836202.599999999,3456141.1800000025,9292343.780000001,1261751.5299999998
2011-12,Algarve,4385954.4,2845678.9300000016,7231633.330000002,775026.52
2012-01,Alentejo,5319246.47,3321267.780000002,8640514.250000002,1099774.25
2012-03,Alentejo,5500928.54,3178414.1500000013,8679342.690000001,1202573.3900000001
2012-03,Centro,28442629.119999994,15941037.050000016,44383666.17000001,5643510.56
2012-05,Alentejo,5124095.34,2932449.8500000015,8056545.190000001,1053693.7299999997
2012-05,Algarve,3915595.4199999995,2448410.270000002,6364005.690000001,654601.6599999999
2012-06,Centro,24376538.919999998,13576576.889999997,37953115.809999995,4636516.409999999
2012-08,Norte,28219764.860000003,15042851.460000005,43262616.32000001,5592163.990000001
2012-09,Norte,27949061.339999996,14694163.780000009,42643225.120000005,5610413.81
2012-10,Lisboa,34596479.480000004,20830567.32999999,55427046.809999995,6535170.320000001
2012-11,Lisboa,32171299.09,18886146.639999997,51057445.73,6359047.819999999
2012-12,Lisboa,32862471.399999995,19030385.57000002,51892856.97000001,6582741.2
2013-01,Algarve,3516113.5899999994,2219876.940000002,5735990.530000001,643973.0100000001
2013-02,Alentejo,4069340.9000000004,2395728.91,6465069.8100000005,916429.9400000001
2013-02,Centro,22165959.490000002,12812393.740000002,34978353.230000004,4512058.74
2013-02,Norte,26501051.790000007,15169328.529999994,41670380.32,5815147.859999999
2013-04,Algarve,3790849.19,2390766.109999999,6181615.299999999,694311.68
2013-04,Centro,25576194.490000002,14963398.209999993,40539592.699999996,5150617.6899999995
2013-04,Lisboa,35597080.23,22625342.619999997,58222422.849999994,7412361.830000002
2013-04,Norte,30776125.89,17910317.85,48686443.74,6632063.280000001
2013-05,Algarve,3948402.6599999997,2447675.800000001,6396078.460000001,724734.69
2013-05,Lisboa,36884127.19,23215666.290000007,60099793.480000004,7751295.190000001
2013-06,Lisboa,32666947.320000004,20050479.180000003,52717426.50000001,6832582.749999999
2013-07,Alentejo,4934885.26,2785591.87,7720477.13,1113856.6500000001
2013-07,Algarve,4059411.5399999996,2506674.470000001,6566086.010000001,752998.9299999999
2013-08,Centro,24086164.069999997,13450880.02,37537044.089999996,4925550.720000001
2013-08,Lisboa,30926454.150000002,18547626.970000003,49474081.120000005,6576619.770000001
2013-08,Norte,28332355.03,15788453.140000008,44120808.17000001,6254066.2700000005
2013-09,Alentejo,4520460.819999999,2588911.5199999996,7109372.339999999,1028394.8799999999
2013-09,Algarve,3733692.2700000005,2300275.7699999996,6033968.04,684658.25
2013-10,Lisboa,36565829.42,23563355.590000004,60129185.010000005,7573334.07
2013-11,Lisboa,35256459.39999999,22325893.74000001,57582353.14,7404333.930000002
2013-11,Norte,30704874.780000005,18203242.259999994,48908117.04,6745483.69
2013-12,Alentejo,4663740.99,2666660.879999999,7330401.869999999,1077939.72
2013-12,Algarve,3752950.4800000004,2284556.9699999997,6037507.45,702113.45
2013-12,Centro,25283348.870000005,14415035.21,39698384.080000006,5281796.75
2013-12,Norte,30747716.29,17703920.199999996,48451636.489999995,6946169.579999999
2014-02,Algarve,3539906.65,2166607.1699999985,5706513.819999998,662505.8799999998
2014-03,Lisboa,34899070.70999999,21539388.88000001,56438459.59,7660990.239999999
2014-04,Centro,23930632.07,14176283.100000001,38106915.17,4951131.47
2014-05,Centro,25565881.700000003,14972415.130000003,40538296.830000006,5318957.0
2014-05,Lisboa,35201287.41,22377390.319999993,57578677.72999999,7692597.510000001
2014-05,Norte,30693464.119999997,18005798.200000003,48699262.32,6970169.329999999
2014-06,Algarve,3577644.8000000003,2216720.2500000014,5794365.050000002,665631.2199999999
2014-07,Alentejo,4826446.64,2838477.2200000007,7664923.86,1122100.4599999997
2014-07,Algarve,3993134.4799999995,2540127.070000001,6533261.550000001,745356.2000000002
2014-08,Centro,23133551.689999998,13446372.410000004,36579924.1,4834868.34
2014-10,Centro,26648324.66,15801507.569999997,42449832.23,5459157.249999999
2015-01,Lisboa,35564268.980000004,22916423.389999993,58480692.37,7671848.09
2015-02,Lisboa,32824468.53,20751209.85,53575678.38,7023582.84
2015-03,Centro,25646922.06,14710541.52,40357463.58,5208544.57
2015-03,Alentejo,4767050.65,2766179.01,7533229.66,1095897.67
2015-05,Algarve,3732688.94,2300592.860000001,6033281.800000001,689355.11
2015-06,Centro,24798402.36,14262040.18,39060442.54,5176469.37
2015-06,Alentejo,4535270.17,2621485.63,7156755.8,1050259.9
2015-07,Norte,31946121.259999998,18579201.130000003,50525322.39,7237690.47
2015-07,Centro,26300913.15,15320410.810000002,41621323.96,5472083.57
2015-07,Lisboa,36328044.48,22866040.900000006,59194085.38,8052369.55
2015-08,Alentejo,4278681.04,2466034.749999999,6744715.789999999,991208.84
2015-08,Algarve,3880313.45,2406938.7800000003,6287252.23,711963.24
2015-09,Alentejo,4579566.62,2666063.58,7245630.2,1071917.86
2015-10,Alentejo,4778016.54,2795584.3500000006,7573600.890000001,1114734.63
2015-11,Norte,30831178.849999998,18127242.200000007,48958421.050000004,6942077.38
2015-12,Alentejo,4698257.77,2678105.12,7376362.89,1089689.71
2015-12,Algarve,3887424.84,2361641.3,6249066.14,724577.94
2016-01,Lisboa,34513765.8,21884685.410000004,56398451.21,7545000.78
2016-03,Norte,31644161.61,18276167.58,49920329.19,7184070.52
2016-03,Alentejo,4759816.37,2694320.6399999997,7454137.01,1111431.6
2016-05,Lisboa,35507332.01,21744734.130000003,57252066.14,7787605.74
2016-05,Alentejo,4746316.6899999995,2664756.1000000006,7411072.79,1097096.38
2016-05,Algarve,3859183.61,2315845.1300000004,6175028.74,710652.88
2016-06,Centro,24975115.549999997,13900122.61,38875238.16,5168316.81
2016-07,Lisboa,34756419.2,21058877.700000003,55815296.900000006,7591575.57
2016-08,Centro,24789395.150000002,13699039.189999994,38488434.339999996,5094985.46
2016-08,Algarve,4027028.85,2438848.9600000004,6465877.8100000005,729140.46
2017-03,Alentejo,5141118.47,2815342.96,7956461.43,1151052.2
2017-06,Norte,30882413.619999982,17200899.329999946,48083312.94999993,7114931.190000009
2017-07,Centro,26359913.539999854,14327728.810000014,40687642.34999987,5487584.87
2017-09,Norte,31222594.9599999,17435786.120000247,48658381.08000015,7153086.4899999965
2017-09,Algarve,3870236.109999995,2300423.5800000173,6170659.6900000125,729833.71
2017-10,Norte,32675385.40999996,19155653.980000027,51831039.389999986,7346979.030000002
2017-10,Lisboa,35563167.98000001,22258857.659999996,57822025.64000001,7755008.070000004
2017-11,Norte,32807138.80999966,19060954.050001033,51868092.86000069,7391412.489999957
2017-12,Centro,25674789.70999977,14175913.330000438,39850703.04000021,5299794.099999961
2017-12,Algarve,3710285.9499999895,2233727.9600000246,5944013.910000014,696435.2900000009
2018-01,Norte,34073174.900000215,19532294.779999785,53605469.68,7791830.5299999835
2018-01,Algarve,4043873.559999985,2439663.810000015,6483537.37,770896.1199999998
2018-03,Algarve,4037643.800000006,2364246.220000005,6401890.020000011,770156.7500000023
2018-04,Lisboa,36038603.63,21428881.89,57467485.52,8039803.02
2018-05,Alentejo,4895079.390000004,2692970.519999977,7588049.9099999815,1172879.3600000022
2018-06,Centro,27103616.150000066,14314349.080000438,41417965.2300005,5742790.399999929
2018-06,Lisboa,35820142.129999995,21128090.87999995,56948233.009999946,8093649.509999992
2018-07,Lisboa,37725445.14999972,22281582.10000042,60007027.25000014,8529316.710000014
2018-07,Alentejo,4950901.580000027,2699626.42999997,7650528.009999997,1199921.1200000038
2018-07,Algarve,4275045.179999995,2573066.1199999824,6848111.299999977,815237.9800000048
2018-08,Centro,26503882.750000097,13995459.979999766,40499342.72999986,5616305.979999947
2018-08,Alentejo,4616989.1299999785,2503994.5500000063,7120983.679999985,1113511.3000000012
2018-09,Norte,31493224.94999956,17299799.7600005,48793024.71000006,7266084.409999985
2018-09,Alentejo,4521522.250000022,2451157.939999949,6972680.189999972,1115031.8300000026
2018-09,Algarve,3913393.4500000044,2316824.300000001,6230217.750000006,739213.7400000029
2018-10,Lisboa,39053849.68000006,23459055.51999989,62512905.19999995,8783164.530000012
2018-10,Algarve,4218723.779999982,2513263.230000035,6731987.010000017,806530.1600000001
2018-12,Centro,20922732.990000002,11005056.110000085,31927789.100000087,4327848.350000007
2018-12,Algarve,3996938.6199999913,2323420.9600000004,6320359.579999992,759638.9500000008
2019-01,Norte,40261155.16999985,22533381.51000008,62794536.67999993,9064161.04999999
2019-01,Alentejo,5986156.2200000025,3263624.7700000145,9249780.990000017,1431579.7099999988
2019-01,Algarve,4233967.169999987,2517974.300000013,6751941.47,805339.4199999982
2019-03,Centro,27752692.280000083,14615702.69000008,42368394.97000016,5793503.5300000105
2019-03,Algarve,4208198.699999994,2447621.090000012,6655819.790000006,803660.199999998
2019-04,Lisboa,36602112.57999995,21442633.040000066,58044745.62000002,8153837.830000014
2019-04,Algarve,4140524.600000008,2411632.3700000057,6552156.970000014,784560.6299999997
2019-05,Norte,40844896.74000004,22130362.900000095,62975259.640000135,9153756.479999995
2019-05,Alentejo,6120440.560000004,3233593.8400000017,9354034.400000006,1452290.4799999986
2019-07,Lisboa,41225996.60000009,23617722.500000045,64843719.100000136,9077624.049999962
2019-07,Alentejo,5372728.749999975,2821602.2500000205,8194330.999999995,1263476.4700000044
2019-09,Lisboa,35206446.439999714,20319125.540000528,55525571.98000024,7725495.530000022
2019-10,Centro,30750115.929999724,16001915.050000362,46752030.980000086,6303007.579999986
2019-10,Alentejo,5339962.770000031,2825293.1899999836,8165255.960000015,1254531.6199999999
2019-10,Algarve,4582275.140000004,2634097.779999992,7216372.919999996,849359.4299999978
2019-12,Alentejo,5120868.519999985,2664662.3499999642,7785530.869999949,1199977.5000000002
2020-01,Norte,38241368.88000005,20701524.500000402,58942893.38000045,8383558.839999962
2020-02,Norte,35310279.149999894,19039742.66000086,54350021.810000755,7718443.680000021
2020-02,Alentejo,4959931.139999976,2597331.3400000157,7557262.479999992,1162642.4900000049
2020-04,Centro,26846462.0099998,13079461.330000576,39925923.340000376,5479897.210000013
2020-04,Lisboa,34632333.65000013,18353888.940000065,52986222.5900002,7509008.049999976
2020-04,Algarve,4032107.689999993,2143528.780000006,6175636.469999999,747671.950000001
2020-05,Norte,31972998.689999983,16435266.23000054,48408264.92000052,7038432.5099999765
2020-05,Centro,26216410.25000013,13049957.9800005,39266368.23000063,5375611.459999955
2020-06,Lisboa,35503958.46999993,19788602.230000257,55292560.70000019,7752032.9099999685
2020-07,Lisboa,39684820.67000007,22021658.37000005,61706479.04000012,9318248.799999978
2020-08,Norte,32497257.530000046,17163288.990000248,49660546.520000294,7122303.409999995
2020-08,Algarve,4300414.099999987,2488906.8500000313,6789320.950000018,814103.4699999997
2020-10,Algarve,4545849.28,2668188.8200000105,7214038.100000011,851825.8999999966
2020-12,Norte,36492139.81,19318703.76,55810843.57,7983797.69
2020-12,Centro,29769146.88,15278171.83,45047318.71,6153731.66
2020-12,Algarve,4452950.46,2517466.0,6970416.46,847512.43
2021-01,Alentejo,5076812.27,2623579.44,7700391.71,1177801.62
2021-03,Norte,38566462.73,20326023.55,58892486.28,8451282.54
2021-06,Centro,29759524.74,14971295.32,44730820.06,6155166.2
2021-06,Algarve,4712360.42,2628995.5,7341355.92,898169.65
2021-06,Alentejo,5115488.25,2625244.94,7740733.19,1190457.09
2021-07,Norte,40028932.39,20653627.54,60682559.93,8740870.92
2021-07,Lisboa,42532411.85,23440854.16,65973266.01,9152913.47
2021-08,Norte,37355592.0,19100248.83,56455840.83,8071848.61
2021-09,Centro,31047483.26,15513037.61,46560520.87,6324235.77
2021-09,Algarve,4865939.48,2688451.61,7554391.09,914966.83
2021-10,Lisboa,42093056.92,23918716.85,66011773.77,8889558.98
2021-10,Alentejo,5416356.58,2768904.35,8185260.93,1230534.93
2022-01,Alentejo,5413391.56,2734709.15,8148100.71,1230542.38
2022-02,Norte,38134169.91,19517463.76,57651633.67,8153080.46
2022-02,Alentejo,5147684.02,2582644.05,7730328.07,1160848.6
2022-03,Norte,43796420.89,22646314.46,66442735.35,9357542.65
2022-03,Lisboa,46517333.33,25761809.59,72279142.92,9799738.36
