Período;Região;Valor PVP (Ambulatório);Unidades Dispensadas (Ambulatório);Valor PVP (Genéricos);Unidades Dispensadas (Genéricos);Quota Mercado Genéricos - Valor PVP;Quota Mercado Genéricos - Unidades dispensadas
2014-09;Algarve;6157631.74;16815630;1299759.01;7180949;21.11;42.7
2014-11;Lisboa;54549234.85000001;163148056;12992878.720000003;76569344;23.82;46.93
2014-11;Norte;47161758.69000001;148743292;11898900.45;72453405;25.23;48.71
2014-12;Centro;40646284.6;124509675;9408314.610000001;56513138;23.15;45.39
2014-12;Norte;49245409.559999995;154049416;12395554.250000004;74735926;25.17;48.51
2015-02;Algarve;5717793.5;15449553;1220519.26;6647720;21.35;43.03
2015-06;Norte;46414061.37;147343395;11799686.469999997;71502839;25.42;48.53
2015-08;Alentejo;6744715.789999997;21528263;1766004.4799999997;10525181;26.18;48.89
2015-09;Algarve;6171275.519999999;16854417;1311797.6899999997;7208262;21.26;42.77
2015-10;Norte;51744826.48000001;162269135;12932606.44;78505759;24.99;48.38
2015-11;Algarve;6063684.799999999;16287395;1269566.5199999998;6936863;20.94;42.59
2016-01;Norte;48427431.14;151790321;12336029.74;74348176;25.47;48.98
2016-01;Centro;39817164.660000004;121654473;9395024.790000001;55941954;23.6;45.98
2016-01;Lisboa;56398451.21000002;167331128;13739000.13;79080123;24.36;47.26
2016-03;Lisboa;58101491.04000001;176676581;14406802.09;83337573;24.8;47.17
2016-04;Norte;48777047.13;157126556;12714430.35;77046956;26.07;49.03
2016-04;Centro;39324828.95;123135615;9454235.08;56569429;24.04;45.94
2016-06;Centro;38875238.16;121526485;9275510.670000002;55745524;23.86;45.87
2016-07;Algarve;6340100.69;17263076;1340793.14;7339713;21.15;42.52
2016-09;Alentejo;7123097.200000001;22628107;1888593.530000001;11096787;26.51;49.04
2016-10;Norte;50263991.29000001;159150638;12684404.18;77964264;25.24;48.99
2016-10;Alentejo;7278526.37;22899724;1907439.99;11239932;26.21;49.08
2016-10;Algarve;6123391.720000002;16486947;1273256.78;7025410;20.79;42.61
2017-01;Norte;51375648.080000006;161262573;13055082.4;78890625;25.41;48.92
2017-02;Algarve;5644923.340000001;15259648;1178320.21;6426089;20.87;42.11
2017-03;Norte;52993851.68999999;167531306;13388027.86;81638724;25.26;48.73
2017-03;Centro;43369941.82;133511241;10112118.79;60863071;23.32;45.59
2017-03;Alentejo;7956461.43;24723335;2037275.81;11953409;25.61;48.35
2017-04;Lisboa;52625673.69999999;157955917;12924057.62;74554360;24.56;47.2
2017-05;Norte;50782137.44000003;162172256;13179533.46;80199536;25.95;49.45
2017-05;Centro;41744514.75;129249955;9954642.47;59837558;23.85;46.3
2017-06;Algarve;6212961.800000016;16953975;1332703.7399999995;7293564;21.45;43.02
2017-09;Centro;39815695.76000001;123326003;9554721.899999995;57349742;24.0;46.5
2017-10;Algarve;6286081.399999982;17110451;1344690.15;7375340;21.39;43.1
2018-01;Norte;53605469.68;167253965;14017978.379999977;83151818;26.1502762006953;49.71590240028092
2018-02;Centro;29388984.31;89077850;7033100.0;41239978;23.931075418645527;46.29655744946696
2018-03;Lisboa;58842630.92999998;176462285;14860725.860000048;84421918;25.25503300095228;47.84133788134955
2018-03;Algarve;6401890.020000011;17327500;1419855.5699999933;7563065;22.178693566497586;43.64775645649978
2018-04;Norte;55912027.12;175964096;14778727.0;88045060;26.432107296488233;50.03580957788116
2018-04;Centro;30771863.88;93638300;7386022.91;43602672;24.00252041541268;46.56499744228591
2018-04;Algarve;6152882.3;16703984;1368334.43;7308669;22.238917685781182;43.75404693874228
2018-05;Lisboa;58638507.27000001;175990002;14869810.890000068;84247249;25.358440353081086;47.8704744829766
2018-05;Alentejo;7588049.9099999815;23548703;2076544.3399999992;11835649;27.365981571410146;50.26030096009959
2018-06;Alentejo;7333051.729999964;22970358;2021779.6000000124;11602948;27.570780548687363;50.512699889135384
2018-07;Norte;52537111.70000089;166237921;13887450.160000004;83178731;26.43360038385926;50.03595479276958
2018-08;Lisboa;51534771.24000019;155763028;13243237.919999955;75183563;25.69767479577136;48.26791310194612
2018-11;Centro;32898524.749999966;98836338;7884002.460000007;46181117;23.96460789628573;46.72483616299098
2018-12;Algarve;6320359.579999992;16869951;1400564.3399999982;7396206;22.15956738334815;43.8424865608679
2019-01;Lisboa;64197809.45999981;188153995;16145821.009999987;89948618;25.15011204558324;47.80585073412871
2019-03;Norte;53152147.73000016;161948152;13814169.439999988;81640831;25.989861237917555;50.411708927681985
2019-03;Centro;42368394.97000016;126113911;10220342.609999994;59767219;24.122562625364317;47.3914562843111
2019-03;Lisboa;59320000.38000039;174376979;14918074.389999988;84074261;25.148473186843713;48.214082777520765
2019-04;Norte;52023799.38000009;159895129;13600970.480000049;80837700;26.143746981364792;50.55669957275559
2019-04;Centro;41850781.85000007;125748590;10195107.679999994;59931964;24.360614615375408;47.6601479189548
2019-05;Norte;62975259.640000135;193071696;16420486.659999996;97446269;26.0745041050536;50.47154555476635
2019-07;Norte;57490992.16000009;178320030;15005865.050000047;89782137;26.101245579895423;50.3488794837013
2019-08;Lisboa;54209096.980000146;160418933;13753431.520000003;78439865;25.371076601910897;48.89688737675372
2020-03;Centro;54829935.920000456;159733902;12897259.739999963;75920868;23.522295847322695;47.52958955450797
2020-06;Alentejo;7362973.979999962;22356587;2142921.3000000003;12179014;29.10401837383664;54.476177423682785
2020-08;Alentejo;7151824.710000013;21596237;1910963.1399999943;10814620;26.719938162466384;50.07640914479684
2020-09;Algarve;6952129.99000001;18256499;1531717.9799999988;8031250;22.032355295473938;43.991183632743606
2020-11;Alentejo;7852116.410000007;23352318;2086470.3399999924;11756704;26.57207599906164;50.34491222670058
2020-12;Algarve;6970416.46;18407006;1568151.77;8245667;22.4972464557735;44.796350911169405
2020-12;Alentejo;7818241.41;23350215;2098541.46;11799600;26.8416047797634;50.5331535491215
2021-01;Centro;44716683.0;130767027;10852854.0;62121172;24.3;47.5
2021-02;Centro;41448191.0;121543188;10114085.0;57844693;24.4;47.599999999999994
2021-03;Norte;58892486.28;175703688;15223167.08;88394761;25.849082016375704;50.308995790686
2021-03;Alentejo;8163960.05;24432945;2191749.36;12231399;26.8466448460879;50.061091694022195
2021-05;Algarve;7206385.22;18952921;1630442.0;8505957;22.6249631434496;44.8793988008497
2021-06;Lisboa;60840395.02;174100734;15234696.59;84292680;25.040430104031902;48.4160394177316
2021-07;Centro;47996351.35;139057984;11636970.04;66119231;24.2455305719817;47.5479574045889
2021-07;Alentejo;8314861.87;24542152;2206278.45;12303348;26.5341563635621;50.1314962110902
2021-08;Centro;45289151.9;130943296;11010875.15;62387197;24.3123898065311;47.6444376350508
2021-10;Norte;61725125.58;175537893;15370470.88;88193261;24.9014817476213;50.24172245248501
2021-10;Alentejo;8185260.93;23733837;2135385.96;11833533;26.088184338431404;49.8593337436336
2022-01;Lisboa;65694263.22;182856917;16033507.48;88311790;24.4062520745628;48.2955698088249
2022-01;Centro;47500297.9;134656899;11320974.0;63981301;23.8334800001328;47.514313395855
2011-01;Algarve;6321402.15;13618522;1436135.96;4333657;22.72;31.82
2011-04;Lisboa;58350075.61000001;138944475;13115124.7;48762925;22.48;35.1
2011-04;Norte;49774192.32000001;120722527;11995957.37;43389638;24.1;35.94
2011-05;Centro;48211029.449999996;116522625;11055348.77;39305390;22.93;33.73
2011-09;Centro;46387716.190000005;114936616;10459305.769999998;41137710;22.55;35.79
2011-09;Lisboa;60577956.02;145549285;13478379.739999995;55323316;22.25;38.01
2011-10;Lisboa;62721630.26;148026054;13381287.450000001;56317825;21.33;38.05
2011-12;Alentejo;9292343.780000001;22895982;2235229.8000000003;9138261;24.05;39.91
2011-12;Algarve;7231633.330000002;15502483;1520853.4800000002;5435706;21.03;35.06
2012-02;Lisboa;57331824.50000001;142356945;12282958.55;56482302;21.42;39.68
2012-03;Lisboa;61672025.24999999;156471822;13074835.980000002;62592679;21.2;40.0
2012-06;Lisboa;51241316.05;140368713;10434893.55;58280710;20.36;41.52
2012-07;Centro;38285484.17;111986769;7592248.090000001;44389435;19.83;39.64
2012-08;Alentejo;7114841.72;21772405;1490406.4499999997;9403122;20.95;43.19
2012-09;Centro;36169646.34;110726448;7001798.33;44672348;19.36;40.34
2012-09;Lisboa;48077737.63000001;141832516;9451225.75;60418575;19.66;42.6
2012-10;Algarve;5988158.97;15710462;1080497.6699999997;6152699;18.04;39.16
2012-10;Norte;48624349.03999999;147882775;10016484.89;64663313;20.6;43.73
2012-11;Lisboa;51057445.73;150206553;10375617.99;65216988;20.32;43.42
2012-12;Centro;36696676.74999999;111335608;7314406.279999998;46201187;19.93;41.5
2012-12;Norte;44413197.71;136581261;9542867.23;60852987;21.49;44.55
2013-01;Centro;38686864.51;118472099;7999196.7;49859400;20.68;42.09
2013-03;Centro;36277724.59;111022068;7778342.66;47541338;21.44;42.82
2013-03;Norte;43491612.05;134881311;10056900.32;61779971;23.12;45.8
2013-07;Algarve;6566086.010000001;17613929;1370099.5599999998;7345492;20.87;41.7
2013-08;Algarve;6407585.149999999;16992444;1329739.56;7027328;20.75;41.36
2013-09;Algarve;6033968.04;15871839;1253366.5;6512710;20.77;41.03
2013-10;Norte;51679637.06;158036471;12377303.83;72701975;23.95;46.0
2013-11;Algarve;6176896.85;16203932;1276862.0899999999;6721201;20.67;41.48
2014-01;Lisboa;59601040.739999995;177426085;14121376.780000003;81022826;23.69;45.67
2014-02;Alentejo;7050309.540000001;22038536;1782267.8499999996;10396270;25.28;47.17
2014-02;Norte;45662788.27000001;142776073;11355313.920000004;66888478;24.87;46.85
2014-04;Lisboa;54198590.26999999;162943093;13122046.07;76335825;24.21;46.85
2014-06;Centro;37432258.35;116429452;8735343.669999998;52213625;23.34;44.85
2014-08;Norte;43283647.42;138334569;11056870.53;66872080;25.55;48.34
2014-09;Lisboa;53773770.959999986;163259514;12988977.52;76354635;24.15;46.77
2014-10;Lisboa;59374582.900000006;177245309;14058076.919999998;82563845;23.68;46.58
2014-11;Alentejo;7110888.999999999;22543265;1831057.9499999997;10999379;25.75;48.79
2014-11;Algarve;5844153.3;15754514;1227822.7599999998;6791582;21.01;43.11
2014-12;Lisboa;57701951.81;172264263;13813993.15;80969367;23.94;47.0
2015-01;Alentejo;7574527.279999999;23824359;1981999.3999999997;11621692;26.17;48.78
2015-01;Algarve;6200593.68;16730752;1334502.74;7246063;21.52;43.31
2015-01;Lisboa;58480244.77;173797956;14208316.610000001;81767585;24.3;47.05
2015-02;Lisboa;53575355.94000001;160789467;12901104.970000003;75000242;24.08;46.64
2015-03;Lisboa;57853921.180000015;174735198;13921514.31;81619868;24.06;46.71
2015-03;Norte;48952359.1;155313896;12401855.510000002;75149709;25.33;48.39
2015-04;Norte;48016312.48000001;152111143;12164734.350000003;73849942;25.33;48.55
2015-05;Lisboa;55457457.51;167215641;13429725.420000002;78198570;24.22;46.77
2015-06;Alentejo;7156692.409999999;22838272;1863139.6799999997;11119871;26.03;48.69
2015-07;Alentejo;7649285.789999998;24562011;2002166.9400000004;11960949;26.17;48.7
2015-07;Centro;41621048.78999999;129874398;9790382.759999998;58848397;23.52;45.31
2015-08;Centro;37282107.18;116040463;8767178.31;52723248;23.52;45.44
2015-08;Lisboa;48616734.53000001;148506340;12023804.829999996;70402286;24.73;47.41
2015-09;Norte;47493261.03999999;151856190;12169681.740000002;73772124;25.62;48.58
2015-11;Alentejo;7156271.79;22538046;1861874.5599999998;11009607;26.02;48.85
2016-02;Alentejo;7100306.34;22370214;1884718.73;11036831;26.54;49.34
2016-03;Alentejo;7454137.009999999;23572463;1985632.409999999;11586236;26.64;49.15
2016-04;Algarve;6043709.059999999;16638477;1302032.05;7137479;21.54;42.9
2016-05;Norte;49272624.3;158333356;12753894.14;77621156;25.88;49.02
2016-05;Alentejo;7411072.790000002;23503261;1963405.55;11550604;26.49;49.14
2016-05;Algarve;6175028.74;16885319;1324956.19;7251552;21.46;42.95
2016-07;Centro;38915800.61999999;122107319;9289240.459999999;56073113;23.87;45.92
2016-08;Lisboa;49959715.400000006;152929546;12379770.81;72450297;24.78;47.37
2016-09;Norte;47672958.68;154076803;12327800.78;75674181;25.86;49.11
2016-09;Centro;39461062.19;123362330;9364959.389999999;56629300;23.73;45.9
2016-11;Algarve;6177349.180000001;16647185;1275472.550000001;7038101;20.65;42.28
2016-12;Lisboa;57569002.80999998;170970904;13809337.13;79932035;23.99;46.75
2017-01;Alentejo;7549559.670000001;23604224;1958195.66;11466039;25.94;48.58
2017-02;Centro;36913403.11;113712564;8625496.47;51925387;23.37;45.66
2017-04;Centro;37137732.68;114219313;8799230.57;52772661;23.69;46.2
2017-04;Algarve;5853930.159999998;15769461;1240645.48;6757647;21.19;42.85
2017-07;Norte;49992470.23999985;160788111;12976298.880000023;79603649;25.96;49.51
2017-07;Algarve;6480493.149999986;17756805;1391690.3099999984;7664895;21.48;43.17
2017-08;Norte;47208608.93000014;150923880;12301626.00000001;75010882;26.06;49.7
2017-08;Centro;39592361.12000004;122631200;9496282.649999987;57033514;23.99;46.51
2017-08;Alentejo;7112161.249999998;22354284;1904192.299999999;11127474;26.77;49.78
2017-10;Centro;41727505.53000009;127472544;9875614.169999985;59152351;23.66;46.4
2017-11;Centro;42047064.34000019;128517627;9984433.029999934;59740873;23.74;46.48
2017-11;Lisboa;58029911.99000027;173133151;14250759.259999977;81910916;24.55;47.31
2017-11;Alentejo;7502322.709999979;23441139;2004308.0900000064;11631436;26.71;49.61
2017-11;Algarve;6336729.6400000155;17084795;1370092.2899999963;7411520;21.62;43.38
2017-12;Centro;39850703.04000021;120877063;9470786.630000062;56308782;23.76;46.58
2018-01;Centro;43188266.55;131282217;10485937.049999963;61419556;24.279596954557476;46.78436836574751
2018-04;Lisboa;57467485.52;173407362;14540537.84;83157705;25.302199510607714;47.955117960908716
2018-04;Alentejo;8371944.45;26134310;2298967.34;13107464;27.460374990901904;50.154237858202485
2018-05;Norte;51356503.52000025;161303182;13554770.599999975;80755705;26.393484117783082;50.06454553388786
2018-05;Algarve;6479630.339999996;17466164;1447863.7499999967;7685778;22.34485107988425;44.00381217077774
2018-08;Norte;48596292.780000046;153387945;12904670.960000055;77026487;26.554846515598847;50.216780073557935
2018-09;Norte;48793024.71000006;153669534;12949244.520000089;76830698;26.539130535488532;49.99735211014566
2018-09;Centro;39564293.090000436;121522290;9729777.67000003;57042281;24.59232027188464;46.93976800470103
2018-10;Lisboa;62512905.19999995;186292281;15790417.409999996;89268296;25.259452203478794;47.91840838536944
2018-11;Norte;60155785.020000145;186690089;15778940.590000011;93729807;26.230129961322834;50.20609690747965
2018-12;Centro;31927789.100000087;95447285;7604444.229999996;44487813;23.817634870307934;46.60982551782379
2018-12;Lisboa;60488787.65999986;179163433;15336463.23999999;86364668;25.354224862638;48.20440563895647
2019-01;Centro;34107089.060000084;101856249;8153170.7000000095;47227423;23.904621956031534;46.36674083688277
2019-01;Alentejo;9249780.990000017;28209248;2522630.28;14177387;27.2723244228942;50.25794023293354
2019-02;Centro;31045411.170000147;92103128;7340313.180000001;42644642;23.64379437529597;46.30097036443757
2019-02;Alentejo;8412256.340000011;25539240;2272208.0500000003;12756461;27.010684864603128;49.9484753657509
2019-06;Centro;40414142.770000175;120694436;9776257.520000024;57718067;24.19018900298694;47.82164689016816
2019-06;Alentejo;7203389.479999985;22021549;1946417.0899999966;11135840;27.020850328920442;50.56792326461685
2019-08;Centro;42308235.16000025;126188307;10276686.49000008;60461577;24.290038218649297;47.91377144001147
2019-09;Alentejo;7393552.459999981;22561025;1991516.4399999962;11409838;26.935853242055728;50.57322528564194
2019-12;Centro;44634833.88000005;129673470;10586238.19000003;61310518;23.717436069014937;47.28069511828441
2020-01;Norte;58942893.38000045;174877159;15015974.990000034;87791832;25.47546299295686;50.20200036529642
2020-01;Centro;46764872.890000366;136003868;11121042.690000052;64130930;23.780761077141815;47.15375447998288
2020-01;Algarve;7225499.3599999845;18800837;1575990.659999999;8275610;21.811512000466116;44.01724242383464
2020-03;Lisboa;77870108.22999957;224128362;19084854.179999977;108905990;24.508575387657558;48.590900780330514
2020-04;Algarve;6175636.469999999;16180057;1365355.1000000052;7317291;22.108734972219075;45.22413610780234
2020-05;Norte;48408264.92000052;146372329;12488770.589999935;74408175;25.798839538328572;50.83486442304269
2020-05;Alentejo;6966359.529999964;21013228;1869037.5799999952;10654347;26.829473442350526;50.70304762314481
2020-07;Norte;56487661.24000045;172139053;14544274.620000001;86526945;25.747701888745933;50.26572616267385
2020-07;Lisboa;61706479.04000012;181302313;15422765.77000003;87304360;24.993754318736123;48.154024378056334
2020-07;Alentejo;8029629.959999951;24243675;2142921.3000000003;12179014;26.68767191857012;50.23584089458385
2020-08;Lisboa;51140677.07999982;149315639;12825104.179999925;72336414;25.078088348219364;48.445303174170526
2020-09;Centro;43172052.81000055;126697100;10355619.909999993;59931115;23.986860100386924;47.30267306828649
2020-10;Lisboa;63544486.860000186;179161104;15436491.179999975;86067131;24.292416136759925;48.038959951932426
2020-11;Norte;56475369.71000114;165555186;14247240.590000045;83588481;25.227352495714644;50.48979921414241
2020-12;Norte;55810843.57;165706041;14338262.16;83887993;25.6908178462066;50.624583445331396
2021-01;Algarve;7160164.0;18921495;1607719.0;8440197;22.5;44.6
2021-01;Alentejo;7700392.0;22947553;2053558.0;11508315;26.700000000000003;50.2
2021-02;Alentejo;7226466.0;21687210;1932192.0;10897309;26.700000000000003;50.2
2021-04;Norte;55854130.21;166524696;14521068.71;84171845;25.9982004113282;50.546163435122004
2021-04;Centro;44277983.13;129449884;10839727.49;61614532;24.4810777811957;47.5972091253477
2021-04;Algarve;7061621.06;18699743;1609213.35;8390800;22.7881577944654;44.871204914420495
2021-05;Norte;57162661.6;169358906;14804444.92;85748635;25.8988026547735;50.6313113524718
2021-05;Centro;45018451.23;131060669;10992757.32;62448406;24.4183374142256;47.648471869161604
2021-05;Alentejo;7818563.36;23210853;2086028.15;11626937;26.6804533512152;50.0926743192075
2021-06;Norte;55924621.78;164683122;14418296.76;83242501;25.7816616386243;50.5470748848203
2021-06;Alentejo;7740733.19;22955822;2076135.72;11566877;26.8209182391416;50.3875531009083
2021-07;Lisboa;65973266.01;189685009;16505776.12;91972580;25.018885858247703;48.4870051064499
2021-09;Centro;46560520.87;134021005;11189462.22;63499594;24.032081280279698;47.3803296729494
2021-10;Lisboa;66011773.77;183203777;16002162.07;87889978;24.241375676035002;47.9738897522839
2021-12;Centro;48953090.95;138401881;11665637.28;65869555;23.830236362224998;47.5929622661704
2022-01;Algarve;7525685.76;19404796;1678395.21;8725892;22.3022228608174;44.9677079831192
2022-01;Alentejo;8148100.71;23624591;2126280.2;11805035;26.0954089262846;49.9692671928162
2022-02;Lisboa;62335402.16;173762185;15283219.88;83817175;24.5177208302461;48.2367179026898
2022-02;Centro;44997049.14;127278816;10737446.34;60460313;23.8625566458645;47.5022591347801
2022-02;Algarve;7176150.1;18425769;1590627.44;8254665;22.1654705912576;44.7995684739128
2022-03;Norte;66442735.35;189225050;16703587.92;95152906;25.1398257943635;50.285575826245
2022-03;Centro;51680662.66;146310926;12323115.7;69163896;23.8447323732517;47.2718599293125
2011-01;Norte;50668495.559999995;121847323;12370861.959999999;42433137;24.42;34.82
2011-02;Norte;48920063.67;117911058;12031406.72;41813617;24.59;35.46
2011-03;Algarve;6979244.080000001;14896442;1585499.2500000005;4810235;22.72;32.29
2011-05;Algarve;7286886.119999999;15374802;1623785.6200000006;5001925;22.28;32.53
2011-06;Lisboa;64281783.800000004;151218425;14421413.809999999;54239658;22.43;35.87
2011-07;Lisboa;67332188.85;161507368;14856699.02;58452720;22.06;36.19
2011-07;Norte;56115290.15000001;139183619;13416197.87;52154182;23.91;37.47
2011-08;Centro;44216540.489999995;109990703;10023616.479999997;38864749;22.67;35.33
2011-08;Norte;50638430.19;126348683;12183022.02;48664164;24.06;38.52
2011-10;Norte;54955712.27000001;133394749;12607376.610000001;52656246;22.94;39.47
2011-11;Algarve;6767175.52;14442115;1441512.68;5053830;21.3;34.99
2011-11;Centro;45819270.919999994;113314537;10076826.81;41484274;21.99;36.61
2011-11;Lisboa;61845775.59;147785056;13370120.209999999;56847033;21.62;38.47
2011-11;Norte;53363149.57;132109643;12438535.899999999;52837443;23.31;40.0
2011-12;Centro;48029691.97;119334635;10532785.049999999;43909829;21.93;36.8
2012-01;Norte;52711585.93;133472298;12325771.610000003;54316652;23.38;40.7
2012-03;Alentejo;8679342.690000001;22553776;2031822.02;9309730;23.41;41.28
2012-04;Norte;46598295.849999994;127694606;10490259.62;53019908;22.51;41.52
2012-05;Alentejo;8056545.190000001;22822446;1814529.0000000002;9508725;22.52;41.66
2012-05;Algarve;6364005.690000001;15480558;1245826.52;5649103;19.58;36.49
2012-05;Norte;49844016.05;140989796;11035177.249999998;58851252;22.14;41.74
2012-06;Norte;44740837.32;126923122;9797311.589999998;54180190;21.9;42.69
2012-08;Lisboa;47224872.830000006;139596980;9297883.62;59252319;19.69;42.45
2012-09;Alentejo;6727694.66;20796057;1420118.72;9049425;21.11;43.52
2012-10;Centro;40783420.669999994;123282392;7866335.9;50301162;19.29;40.8
2012-11;Norte;45106143.330000006;138634011;9608442.959999999;61514466;21.3;44.37
2012-12;Algarve;5600200.48;14766872;1060742.03;5924655;18.94;40.12
2013-01;Alentejo;7311897.7700000005;22620374;1652571.0;10215539;22.6;45.16
2013-01;Lisboa;52728828.83999998;155718201;11265578.23;69004836;21.37;44.31
2013-02;Alentejo;6465069.8100000005;20107574;1500303.46;9186649;23.21;45.69
2013-02;Lisboa;48139308.25999998;142572174;10561147.280000001;63989813;21.94;44.88
2013-04;Centro;40539592.699999996;122461751;8636296.020000001;52208393;21.3;42.63
2013-04;Norte;48686443.74;148952097;11209561.12;67874314;23.02;45.57
2013-06;Alentejo;6913267.82;21126808;1685621.5299999998;9831969;24.38;46.54
2013-06;Algarve;5794044.79;15337335;1198758.03;6411243;20.69;41.8
2013-08;Alentejo;7022320.71;21713384;1754304.5;10151599;24.98;46.75
2013-09;Centro;38298943.699999996;116091617;8568147.069999998;49825635;22.37;42.92
2013-10;Alentejo;7765019.960000001;23948732;1938194.8499999996;11183045;24.96;46.7
2013-10;Lisboa;60129185.010000005;176138044;13733265.629999997;78974582;22.84;44.84
2013-12;Lisboa;57254522.17;169318527;13448954.55;77199833;23.49;45.59
2013-12;Norte;48451636.489999995;149490205;11984072.61;70147395;24.73;46.92
2014-01;Norte;50919320.81;158666819;12696672.15;74458210;24.93;46.93
2014-03;Alentejo;7405736.08;23111532;1895012.2000000002;11013235;25.59;47.65
2014-03;Algarve;6046300.130000001;16213088;1278201.5299999998;6853639;21.14;42.27
2014-03;Lisboa;56438459.59;169012135;13523074.0;78267680;23.96;46.31
2014-04;Centro;38106915.17;117481965;8883479.290000001;52878508;23.31;45.01
2014-05;Algarve;6139925.160000001;16677363;1316856.58;7119947;21.45;42.69
2014-06;Algarve;5794365.050000002;15816705;1242761.6199999999;6748720;21.45;42.67
2014-08;Centro;36579924.1;113909096;8518551.160000002;51188410;23.29;44.94
2014-09;Alentejo;7241320.85;22987912;1856305.55;11094385;25.63;48.26
2014-10;Centro;42449832.23;130610831;9733150.01;58775245;22.93;45.0
2014-10;Norte;51247452.370000005;160993006;12784054.630000003;77616496;24.95;48.21
2015-02;Alentejo;7022577.909999999;22136028;1826764.09;10759146;26.01;48.6
2015-02;Centro;37682488.31;115952026;8778470.639999999;52225793;23.3;45.04
2015-03;Alentejo;7533229.660000002;23910209;1956483.0500000003;11622321;25.97;48.61
2015-03;Algarve;6186704.49;16753449;1308654.8299999996;7189151;21.15;42.91
2015-03;Centro;40357430.36000001;124657746;9384958.6;56306793;23.25;45.17
2015-05;Algarve;6033281.799999999;16290552;1275099.6900000002;6971583;21.13;42.8
2015-06;Centro;39060278.77;121360788;9169108.8;54934075;23.47;45.27
2015-07;Lisboa;59193149.57000001;180569755;14481088.48;84752835;24.46;46.94
2015-10;Alentejo;7573583.280000001;23960465;1978128.7100000002;11697188;26.12;48.82
2015-10;Centro;42079606.010000005;129097890;9728771.73;58320593;23.12;45.18
2015-11;Centro;40026021.330000006;122783425;9308605.049999999;55750455;23.26;45.41
2015-12;Alentejo;7376362.890000001;22908525;1924673.6699999995;11302065;26.09;49.34
2015-12;Lisboa;58434694.14;173216953;14186207.729999999;82187031;24.28;47.45
2016-01;Algarve;6011064.610000001;16008230;1275509.87;6881628;21.22;42.99
2016-02;Centro;38592554.0;119301789;9206963.759999998;54742324;23.86;45.89
2016-02;Algarve;5889615.610000001;15928197;1255947.23;6830185;21.32;42.88
2016-03;Norte;49920329.19;159427919;12936487.12;77846724;25.91;48.83
2016-03;Algarve;6357106.61;17285491;1374384.62;7420689;21.62;42.93
2016-04;Lisboa;55765265.95;170148182;13789045.2;80055338;24.73;47.05
2016-06;Norte;46721528.1;150391694;12074677.6;73624660;25.84;48.96
2016-06;Algarve;6106136.040000002;16709103;1297332.49;7118311;21.25;42.6
2016-07;Norte;47856150.919999994;154863833;12341976.13;75869818;25.79;48.99
2016-07;Alentejo;7049176.500000002;22407165;1868690.100000001;11008092;26.51;49.13
2016-08;Alentejo;7063031.2299999995;22457833;1874196.05;11045204;26.54;49.18
2016-08;Algarve;6465877.8100000005;17592823;1368500.81;7476968;21.16;42.5
2016-11;Lisboa;57266180.89;171080865;13703893.48;79922645;23.93;46.72
2016-11;Alentejo;7396031.85;23221177;1923722.61;11356746;26.01;48.91
2016-12;Norte;49662580.11;155412767;12524095.31;75900964;25.22;48.84
2017-02;Norte;45499990.76000001;144100438;11530455.82;70259409;25.34;48.76
2017-02;Lisboa;52722890.81000002;158347329;12674235.66;73474860;24.04;46.4
2017-03;Lisboa;61053191.11;182666189;14667632.85;84769920;24.02;46.41
2017-03;Algarve;6603166.420000001;17873815;1377628.58;7526978;20.86;42.11
2017-05;Alentejo;7667763.079999999;23979341;2030977.18;11877248;26.49;49.53
2017-06;Centro;39877716.340000056;123400170;9470516.310000021;57085416;23.75;46.26
2017-06;Lisboa;55351436.770000115;167355241;13601457.68999997;79022926;24.57;47.22
2017-07;Lisboa;57779680.250000104;176396234;14315109.140000056;83646502;24.78;47.42
2017-08;Algarve;6573566.489999985;17887645;1412222.069999996;7678372;21.48;42.93
2017-09;Norte;48658381.08000027;155090928;12646570.26000003;76889318;25.99;49.58
2017-09;Lisboa;54232153.11000007;164181332;13493210.11999997;77857504;24.88;47.42
2017-12;Algarve;5944013.910000014;16045756;1292896.869999998;6989303;21.75;43.55
2018-01;Alentejo;7685987.85;24017212;2107975.8500000113;12003591;27.426218869185583;49.979119141722194
2018-02;Alentejo;8034385.72;24979544;2213828.13;12517713;27.554416817319545;50.111855524664506
2018-03;Centro;41910771.129999824;127983394;10196717.280000038;60150744;24.329586416751003;46.99886611852159
2018-03;Alentejo;7554569.619999996;23623997;2070856.3100000033;11821991;27.411969366429695;50.04229809206291
2018-05;Centro;41578971.75000009;127250901;10193257.31;60004004;24.515414597764742;47.15408969874406
2018-06;Centro;41417965.2300005;127052688;10159315.810000002;59855268;24.528766088782287;47.11058769571251
2018-06;Algarve;6435354.029999992;17420728;1433978.3700000015;7634455;22.282820235144133;43.82397222435251
2018-07;Centro;42737460.78000049;131530928;10486911.41999997;61898796;24.53798430838794;47.06025946992482
2018-07;Algarve;6848111.299999977;18712301;1536607.8200000008;8196552;22.438417728403532;43.803014925850114
2018-08;Centro;40499342.72999986;124391836;9959246.049999993;58526249;24.591130074372018;47.04991169999291
2018-08;Alentejo;7120983.679999985;22337684;1962211.150000005;11228441;27.555338393922696;50.2668092180013
2018-08;Algarve;6742796.98000001;18343581;1502515.0800000012;7966791;22.2832614485747;43.4309473161211
2018-09;Alentejo;6972680.189999972;21958143;1944119.4799999886;11070182;27.881953954925283;50.41492807474658
