periodo;regiao;encargos_sns_ambulatorio;encargos_utentes_ambulatorio;valor_pvp_ambulatorio;encargos_sns_genericos ;encargos_sns_hospitalar
2020-01;Centro;30818488,68;15946384,21;46764872,89;6319849,51;20260728,29
2020-01;Lisboa;40924197,88;23684235,78;64608433,66;8844000,57;0,00
2020-02;Centro;28269879,51;14610737,16;42880616,67;5762685,33;18772677,04
2020-02;Lisboa;38444536,43;22152753,37;60597289,80;8254485,46;0,00
2020-03;Norte;45127120,66;22950500,58;68077621,24;9600194,87;40992396,27
2020-03;Lisboa;50346723,67;27523384,56;77870108,23;10581823,99;0,00
2020-06;Alentejo;4853826,52;2509147,46;7362973,98;1141606,96;3246375,05
2020-07;Centro;30297701,20;15333871,27;45631572,47;6808744,23;21225677,06
2020-07;Alentejo;5306305,16;2723324,80;8029629,96;1307271,23;3534480,21
2020-09;Norte;34944215,99;18740789,26;53685005,25;7632430,34;41178416,03
2020-09;Alentejo;4999279,79;2604320,85;7603600,64;1160126,54;3325495,79
2020-11;Centro;29795886,32;15713208,09;45509094,41;6082246,24;20685756,42
2021-03;Algarve;4766049,35;2699269,24;7465318,59;918463,52;3294961,54
2021-03;Alentejo;5372641,09;2791318,96;8163960,05;1259476,21;3226129,78
2021-04;Norte;36630781,00;19223349,00;55854130,00;8083555,00;48335362,64
2021-04;Lisboa;38452282,00;21584601,00;60036883,00;8365283,00;0,00
2021-04;Algarve;4522863,00;2538758,00;7061621,00;867567,00;3027514,26
2021-06;Lisboa;39090437,06;21749957,96;60840395,02;8454322,60;0,00
2021-07;Centro;31930273,73;16066077,62;47996351,35;6559241,46;22930224,77
2021-07;Alentejo;5524176,54;2790685,33;8314861,87;1271838,02;3767850,26
2021-08;Lisboa;37200654,62;20169572,55;57370227,17;8036309,90;0,00
2021-08;Centro;30253153,04;15035998,86;45289151,90;6225003,64;21950182,83
2021-11;Norte;41448555,05;22130064,86;63578619,91;8791860,81;50002728,42
2021-11;Centro;32725197,40;16825810,93;49551008,33;6609901,84;24163407,18
2021-11;Alentejo;5583495,36;2872390,71;8455886,07;1249481,37;4159941,19
2021-12;Lisboa;43402808,92;24108828,14;67511637,06;9173399,00;0,00
2022-03;Algarve;5347734,10;2957829,96;8305564,06;1019086,17;3584528,36
2022-03;Alentejo;5914148,07;3001064,65;8915212,72;1338955,07;3953658,27
2011-01;Alentejo;5377795,95;3029425,96;8407221,91;1357521,66;2774186,44
2011-01;Norte;32193671,03;18474824,53;50668495,56;7441560,63;27976760,68
2011-02;Centro;26820693,66;15201533,44;42022227,10;5931993,65;13817577,66
2011-03;Alentejo;6013595,58;3241438,95;9255034,53;1524954,39;3041527,30
2011-03;Centro;30273143,85;16694856,39;46968000,24;6776217,96;15249042,97
2011-03;Lisboa;40336813,41;23848540,05;64185353,46;8971660,68;42615092,60
2011-04;Alentejo;5266820,03;3025345,39;8292165,42;1245771,92;2588288,71
2011-04;Centro;26818443,12;15582873,01;42401316,13;5570449,84;13733672,35
2011-05;Alentejo;6068224,96;3561672,25;9629897,21;1454943,44;2820105,68
2011-05;Algarve;4391555,18;2895330,94;7286886,12;876145,83;3470740,18
2011-07;Alentejo;5834352,15;3672445,78;9506797,93;1251945,93;2676939,90
2011-08;Alentejo;5397497,30;3291820,15;8689317,45;1206860,38;2823826,90
2011-08;Algarve;4432532,28;2988992,16;7421524,44;803752,26;3299500,94
2011-08;Centro;27828512,85;16388027,64;44216540,49;5593946,61;14542192,19
2011-09;Alentejo;5499604,83;3396375,23;8895980,06;1244373,92;2696257,26
2011-09;Algarve;4196945,67;2837344,60;7034290,27;779013,11;3068758,61
2011-10;Algarve;4037142,28;2850827,85;6887970,13;689136,54;2916400,13
2011-10;Lisboa;37429523,11;25292107,15;62721630,26;7144738,79;39599581,88
2011-10;Norte;33666527,88;21289184,39;54955712,27;6831774,02;26536575,16
2012-01;Centro;28014748,20;16770118,72;44784866,92;5296210,30;13925492,21
2012-02;Algarve;3732606,98;2528123,39;6260730,37;659504,91;3269509,89
2012-02;Centro;26484172,67;15437129,43;41921302,10;5210201,31;13613446,79
2012-02;Lisboa;34789175,44;22542649,06;57331824,50;6869650,68;39204672,26
2012-02;Norte;31189491,27;18723022,03;49912513,30;6531181,19;25546165,19
2012-04;Alentejo;4671031,76;2804022,59;7475054,35;927657,26;2651796,35
2012-04;Norte;29139727,01;17458568,84;46598295,85;5694773,52;24562566,82
2012-07;Centro;24542290,05;13743194,12;38285484,17;4372785,64;13918187,51
2012-08;Lisboa;30130357,17;17094515,66;47224872,83;5673308,85;39598048,16
2012-09;Lisboa;30624463,97;17453273,66;48077737,63;5836555,94;37431674,52
2012-10;Algarve;3745606,03;2242552,94;5988158,97;611882,66;3464123,25
2012-10;Norte;31129729,14;17494619,90;48624349,04;6094935,66;26421851,59
2012-11;Algarve;3572176,89;2099213,55;5671390,44;606325,22;3030918,06
2012-12;Alentejo;4366425,26;2384065,63;6750490,89;932378,47;2216212,48
2012-12;Centro;23880805,24;12815871,51;36696676,75;4574765,71;13007363,37
2013-03;Alentejo;4355806,63;2521310,56;6877117,19;979071,53;2753796,41
2013-05;Alentejo;5034064,85;2918321,76;7952386,61;1120815,89;3019200,59
2013-05;Centro;26521400,89;15273723,21;41795124,10;5386596,93;14578267,07
2013-06;Algarve;3607149,87;2186894,92;5794044,79;666960,67;2768135,20
2013-07;Norte;31573894,65;17842582,22;49416476,87;6925963,57;24941066,91
2013-09;Norte;29197527,19;16734145,11;45931672,30;6374453,58;22529447,74
2013-10;Alentejo;4860002,69;2905017,27;7765019,96;1094521,83;2856375,97
2014-03;Norte;30491812,01;17398448,18;47890260,19;6931080,52;20956551,28
2014-04;Alentejo;4439760,04;2649254,52;7089014,56;1023192,82;2550727,00
2014-04;Lisboa;33053670,83;21144919,44;54198590,27;7198350,68;36617022,37
2014-05;Alentejo;4849471,90;2857296,53;7706768,43;1114843,88;2700013,84
2014-05;Algarve;3761397,38;2378527,78;6139925,16;701244,17;3076235,36
2014-06;Alentejo;4483991,44;2580062,97;7064054,41;1037133,80;2594740,92
2014-06;Lisboa;32597755,65;20365722,89;52963478,54;7132689,54;34174903,60
2014-07;Centro;25879868,76;15273355,53;41153224,29;5407408,77;14131177,31
2014-09;Alentejo;4585835,08;2655485,77;7241320,85;1068650,80;2715235,14
2014-10;Alentejo;4912589,22;2894102,62;7806691,84;1131778,12;2819407,66
2014-10;Lisboa;36119389,70;23255193,20;59374582,90;7758839,07;36255391,79
2014-10;Norte;32096027,88;19151424,49;51247452,37;7181660,89;27487539,44
2014-11;Alentejo;4495049,73;2615839,27;7110889,00;1041776,49;2490642,78
2014-11;Centro;24636897,58;14318200,42;38955098,00;5083112,08;13160595,53
2014-12;Lisboa;35554781,22;22147170,59;57701951,81;7705004,76;35089324,66
2014-12;Norte;31258963,11;17986446,45;49245409,56;7054292,61;22292043,21
2015-02;Alentejo;4427901,94;2594922,01;7022823,95;1016304,49;2570498,47
2015-03;Lisboa;35592060,75;22262467,63;57854528,38;7617452,85;39492476,61
2015-03;Algarve;3829398,52;2357305,97;6186704,49;697405,13;3145135,18
2015-04;Algarve;3758566,95;2318550,46;6077117,41;676404,67;3276796,31
2015-05;Centro;24536846,40;14288349,61;38825196,01;5072611,36;14367558,26
2015-05;Alentejo;4537732,72;2678901,43;7216634,15;1037574,69;2500888,17
2015-07;Alentejo;4840803,19;2808482,60;7649285,79;1123325,63;2924576,64
2015-08;Lisboa;30169709,45;18447682,59;48617392,04;6751852,58;36722357,93
2015-09;Norte;30002821,59;17490665,29;47493486,88;6849538,24;27343822,95
2015-09;Lisboa;33317295,98;20819135,15;54136431,13;7448124,27;37217650,73
2015-11;Centro;25328475,59;14697832,73;40026308,32;5242872,39;15149957,30
2015-11;Algarve;3755020,18;2308664,62;6063684,80;688583,50;3261824,86
2015-12;Norte;31690935,19;18322993,33;50013928,52;7130267,96;26894430,12
2016-01;Centro;25109300,80;14707863,86;39817164,66;5190213,00;14834228,63
2016-01;Algarve;3713960,89;2297103,72;6011064,61;685261,52;3348016,55
2016-03;Lisboa;35986586,10;22114904,94;58101491,04;7955444,52;42696340,46
2016-05;Norte;31410151,18;17862473,12;49272624,30;7085312,80;26870458,57
2016-05;Centro;25788014,35;14444954,18;40232968,53;5352235,03;15448848,26
2016-06;Lisboa;33964041,01;20571253,69;54535294,70;7413846,40;41115733,39
2016-07;Norte;30630963,80;17225187,12;47856150,92;6845888,45;27227269,87
2016-08;Lisboa;31405246,23;18554469,17;49959715,40;6848587,67;41572112,52
2016-09;Centro;25325490,56;14135571,63;39461062,19;5195731,32;15204764,82
2016-09;Lisboa;33262144,33;20220063,96;53482208,29;7206054,56;41144912,46
2016-09;Alentejo;4571504,47;2551592,73;7123097,20;1051476,31;2963912,22
2016-09;Algarve;3797757,38;2290318,40;6088075,78;681758,23;3303227,79
2016-10;Norte;31770780,58;18493210,71;50263991,29;7034091,65;27221467,75
2016-11;Alentejo;4735107,76;2660924,09;7396031,85;1071257,04;2913405,77
2016-12;Lisboa;35605378,47;21963624,34;57569002,81;7595643,96;40681781,81
2016-12;Algarve;3840196,74;2297782,24;6137978,98;681008,28;2212368,04
2017-01;Algarve;3881394,75;2335754,16;6217148,91;701392,73;3753105,51
2017-02;Lisboa;32794645,17;19928245,64;52722890,81;7023297,46;38753875,85
2017-02;Algarve;3534683,81;2110239,53;5644923,34;639631,39;3176132,06
2017-03;Norte;33933801,70;19060049,99;52993851,69;7513784,80;35462266,76
2017-03;Algarve;4146441,43;2456724,99;6603166,42;750600,99;4091530,50
2017-04;Norte;29124114,61;16520144,24;45644258,85;6622059,05;29920564,17
2017-05;Alentejo;4935000,47;2732762,61;7667763,08;1164995,67;3172253,60
2017-05;Algarve;4002517,79;2396487,10;6399004,89;755841,81;2619911,45
2017-06;Lisboa;34717337,60;20634099,17;55351436,77;7760043,93;42790637,41
2017-06;Algarve;3898027,09;2314934,71;6212961,80;737750,49;3719245,35
2017-08;Centro;25747210,35;13845150,77;39592361,12;5380755,46;15900437,03
2017-08;Lisboa;32007036,03;18694516,01;50701552,04;7163133,04;42339311,26
2017-10;Centro;26716474,67;15011030,86;41727505,53;5510785,67;17056727,66
2017-11;Alentejo;4801559,45;2700763,26;7502322,71;1126339,41;3136174,52
2017-11;Algarve;3954617,20;2382112,44;6336729,64;738003,75;3136232,97
2018-01;Centro;27831381,32;15356885,23;43188266,55;5879477,29;17215597,97
2018-02;Centro;19086332,09;10302652,22;29388984,31;3992238,02;16340626,32
2018-02;Alentejo;5177662,80;2856722,92;8034385,72;1253500,01;2791922,11
2018-04;Alentejo;5404703,08;2967241,37;8371944,45;1295863,32;3098986,79
2018-04;Algarve;3874547,98;2278334,32;6152882,30;732170,36;4003329,87
2018-06;Alentejo;4747878,83;2585172,90;7333051,73;1149025,69;3222058,55
2018-06;Algarve;4055316,75;2380037,28;6435354,03;771040,32;4067314,72
2018-09;Lisboa;33590432,51;19817471,67;53407904,18;7655865,79;42086455,46
2018-11;Centro;21476513,10;11422011,65;32898524,75;4478941,67;15900577,94
2018-11;Lisboa;38369553,78;22994244,19;61363797,97;8682572,21;44801286,07
2018-11;Alentejo;5727077,14;3138800,15;8865877,29;1396642,41;3231523,19
2018-11;Algarve;4127205,69;2438955,81;6566161,50;784870,45;395069,56
2019-01;Centro;40131384,75;24066424,71;64197809,46;8961370,22;20224547,58
2019-01;Lisboa;22239568,45;11867520,61;34107089,06;4602461,13;0,00
2019-02;Norte;37107334,13;20614444,77;57721778,90;8324354,50;37046050,21
2019-02;Algarve;3914925,10;2312802,50;6227727,60;740516,13;4042951,32
2019-03;Lisboa;37327810,37;21992190,01;59320000,38;8299282,57;0,00
2019-06;Norte;32326477,96;17331548,20;49658026,16;7220990,15;34245069,00
2019-08;Norte;33761747,39;17840215,82;51601963,21;7532631,96;38881992,53
2019-08;Centro;27960253,02;14347982,14;42308235,16;5805929,58;17651327,06
2020-02;Algarve;4318388,21;2479885,12;6798273,33;802567,30;2848607,94
2020-03;Alentejo;6584267,81;3300163,41;9884431,22;1483492,21;3491390,18
2020-04;Norte;32336676,50;16060884,72;48397561,22;7016878,77;37020507,00
2020-05;Lisboa;33717595,34;18450932,81;52168528,15;7355315,71;0,00
2020-06;Centro;27661557,20;13982277,93;41643835,13;5737633,44;18593035,14
2020-06;Algarve;4186446,50;2356101,82;6542548,32;796273,17;2850344,99
2020-08;Lisboa;32856158,52;18284518,56;51140677,08;7163402,58;0,00
2020-08;Alentejo;4708279,94;2443544,77;7151824,71;1101860,27;2966572,70
2020-09;Centro;28466516,29;14705536,52;43172052,81;5859364,37;19377434,84
2020-09;Algarve;4421212,01;2530917,98;6952129,99;826566,48;2370412,50
2020-10;Alentejo;5153787,38;2763704,39;7917491,77;1197288,92;3877761,19
2021-01;Algarve;4583152,52;2577011,81;7160164,33;867659,61;2784644,59
2021-02;Lisboa;36222848,00;20299219,00;56522067,00;7916485,00;0,00
2021-04;Centro;29355189,00;14922794,00;44277983,00;6102288,00;21244620,16
2021-04;Alentejo;5102194,00;2628423,00;7730617,00;1183477,00;3593596,58
2021-05;Norte;37484063,49;19678598,11;57162661,60;8222710,30;38002503,23
2021-05;Centro;29873543,42;15144907,81;45018451,23;6189488,47;22575345,30
2021-05;Algarve;4605104,33;2601280,89;7206385,22;878163,57;2951372,32
2021-05;Alentejo;5143078,05;2675485,31;7818563,36;1196096,97;3530339,39
2021-09;Alentejo;5276149,61;2653675,87;7929825,48;1204419,15;3863549,94
2021-10;Norte;40319509,10;21405616,48;61725125,58;8586196,86;48159092,76
2022-01;Lisboa;42328759,88;23365503,34;65694263,22;8931878,78;0,00
2022-01;Algarve;4858062,36;2667623,40;7525685,76;916130,99;2964569,70
2011-01;Algarve;3883052,82;2438349,33;6321402,15;821313,02;3480241,41
2011-02;Norte;31277271,41;17642792,26;48920063,67;7314057,50;25979188,48
2011-03;Algarve;4344470,27;2634773,81;6979244,08;918212,90;3512595,53
2011-05;Norte;35457873,83;20617992,59;56075866,42;8006913,03;27435735,89
2011-06;Centro;29712256,08;16591577,17;46303833,25;6387877,32;14358921,80
2011-08;Lisboa;34402351,98;21923287,84;56325639,82;6979954,29;39971260,99
2011-08;Norte;31784560,56;18853869,63;50638430,19;6807184,49;25610461,17
2011-09;Centro;29223825,21;17163890,98;46387716,19;5973198,96;14559712,32
2011-09;Norte;33500620,83;19754160,90;53254781,73;7304760,40;26168544,89
2011-11;Lisboa;37444895,23;24400880,36;61845775,59;7303446,31;41682966,04
2011-12;Alentejo;5836202,60;3456141,18;9292343,78;1261751,53;2662510,56
2011-12;Algarve;4385954,40;2845678,93;7231633,33;775026,52;2554969,34
2012-01;Alentejo;5319246,47;3321267,78;8640514,25;1099774,25;2934224,39
2012-03;Alentejo;5500928,54;3178414,15;8679342,69;1202573,39;2877870,02
2012-03;Centro;28442629,12;15941037,05;44383666,17;5643510,56;15107001,65
2012-05;Alentejo;5124095,34;2932449,85;8056545,19;1053693,73;2806247,41
2012-05;Algarve;3915595,42;2448410,27;6364005,69;654601,66;3588896,35
2012-06;Centro;24376538,92;13576576,89;37953115,81;4636516,41;13396905,43
2012-08;Norte;28219764,86;15042851,46;43262616,32;5592163,99;26140427,87
2012-09;Norte;27949061,34;14694163,78;42643225,12;5610413,81;23708183,10
2012-10;Lisboa;34596479,48;20830567,33;55427046,81;6535170,32;42288235,91
2012-11;Lisboa;32171299,09;18886146,64;51057445,73;6359047,82;40564123,27
2012-12;Lisboa;32862471,40;19030385,57;51892856,97;6582741,20;37692366,18
2013-01;Algarve;3516113,59;2219876,94;5735990,53;643973,01;3580096,19
2013-02;Alentejo;4069340,90;2395728,91;6465069,81;916429,94;2623681,52
2013-02;Centro;22165959,49;12812393,74;34978353,23;4512058,74;13243740,80
2013-02;Norte;26501051,79;15169328,53;41670380,32;5815147,86;23700675,73
2013-04;Algarve;3790849,19;2390766,11;6181615,30;694311,68;3211674,59
2013-04;Centro;25576194,49;14963398,21;40539592,70;5150617,69;13929707,72
2013-04;Lisboa;35597080,23;22625342,62;58222422,85;7412361,83;40164544,12
2013-04;Norte;30776125,89;17910317,85;48686443,74;6632063,28;24639936,65
2013-05;Algarve;3948402,66;2447675,80;6396078,46;724734,69;3079230,08
2013-05;Lisboa;36884127,19;23215666,29;60099793,48;7751295,19;40672905,46
2013-06;Lisboa;32666947,32;20050479,18;52717426,50;6832582,75;34340572,12
2013-07;Alentejo;4934885,26;2785591,87;7720477,13;1113856,65;2849299,56
2013-07;Algarve;4059411,54;2506674,47;6566086,01;752998,93;3253862,56
2013-08;Centro;24086164,07;13450880,02;37537044,09;4925550,72;13208902,85
2013-08;Lisboa;30926454,15;18547626,97;49474081,12;6576619,77;34962710,38
2013-08;Norte;28332355,03;15788453,14;44120808,17;6254066,27;24007870,40
2013-09;Alentejo;4520460,82;2588911,52;7109372,34;1028394,88;2555214,56
2013-09;Algarve;3733692,27;2300275,77;6033968,04;684658,25;2823370,91
2013-10;Lisboa;36565829,42;23563355,59;60129185,01;7573334,07;36969830,86
2013-11;Lisboa;35256459,40;22325893,74;57582353,14;7404333,93;34813982,37
2013-11;Norte;30704874,78;18203242,26;48908117,04;6745483,69;24866523,55
2013-12;Alentejo;4663740,99;2666660,88;7330401,87;1077939,72;2491386,87
2013-12;Algarve;3752950,48;2284556,97;6037507,45;702113,45;2874763,02
2013-12;Centro;25283348,87;14415035,21;39698384,08;5281796,75;13024903,03
2013-12;Norte;30747716,29;17703920,20;48451636,49;6946169,58;20673018,64
2014-02;Algarve;3539906,65;2166607,17;5706513,82;662505,88;2837748,93
2014-03;Lisboa;34899070,71;21539388,88;56438459,59;7660990,24;36887664,83
2014-04;Centro;23930632,07;14176283,10;38106915,17;4951131,47;13647513,11
2014-05;Centro;25565881,70;14972415,13;40538296,83;5318957,00;13657060,88
2014-05;Lisboa;35201287,41;22377390,32;57578677,73;7692597,51;36072101,74
2014-05;Norte;30693464,12;18005798,20;48699262,32;6970169,33;25737917,76
2014-06;Algarve;3577644,80;2216720,25;5794365,05;665631,22;2977703,20
2014-07;Alentejo;4826446,64;2838477,22;7664923,86;1122100,46;2778196,60
2014-07;Algarve;3993134,48;2540127,07;6533261,55;745356,20;3141075,33
2014-08;Centro;23133551,69;13446372,41;36579924,10;4834868,34;12386263,71
2014-10;Centro;26648324,66;15801507,57;42449832,23;5459157,25;14703853,28
2015-01;Lisboa;35564268,98;22916423,39;58480692,37;7671848,09;37532596,83
2015-02;Lisboa;32824468,53;20751209,85;53575678,38;7023582,84;35348759,08
2015-03;Centro;25646922,06;14710541,52;40357463,58;5208544,57;14795089,99
2015-03;Alentejo;4767050,65;2766179,01;7533229,66;1095897,67;2786330,22
2015-05;Algarve;3732688,94;2300592,86;6033281,80;689355,11;3126876,57
2015-06;Centro;24798402,36;14262040,18;39060442,54;5176469,37;15260997,15
2015-06;Alentejo;4535270,17;2621485,63;7156755,80;1050259,90;2860254,19
2015-07;Norte;31946121,26;18579201,13;50525322,39;7237690,47;28716648,01
2015-07;Centro;26300913,15;15320410,81;41621323,96;5472083,57;15420947,43
2015-07;Lisboa;36328044,48;22866040,90;59194085,38;8052369,55;41570818,53
2015-08;Alentejo;4278681,04;2466034,75;6744715,79;991208,84;2641214,69
2015-08;Algarve;3880313,45;2406938,78;6287252,23;711963,24;3163850,35
2015-09;Alentejo;4579566,62;2666063,58;7245630,20;1071917,86;2692282,03
2015-10;Alentejo;4778016,54;2795584,35;7573600,89;1114734,63;2783544,76
2015-11;Norte;30831178,85;18127242,20;48958421,05;6942077,38;25971035,00
2015-12;Alentejo;4698257,77;2678105,12;7376362,89;1089689,71;2727927,10
2015-12;Algarve;3887424,84;2361641,30;6249066,14;724577,94;3241869,99
2016-01;Lisboa;34513765,80;21884685,41;56398451,21;7545000,78;39961379,72
2016-03;Norte;31644161,61;18276167,58;49920329,19;7184070,52;30308225,43
2016-03;Alentejo;4759816,37;2694320,64;7454137,01;1111431,60;2964899,11
2016-05;Lisboa;35507332,01;21744734,13;57252066,14;7787605,74;41742571,49
2016-05;Alentejo;4746316,69;2664756,10;7411072,79;1097096,38;2803344,78
2016-05;Algarve;3859183,61;2315845,13;6175028,74;710652,88;3383681,36
2016-06;Centro;24975115,55;13900122,61;38875238,16;5168316,81;15445781,43
2016-07;Lisboa;34756419,20;21058877,70;55815296,90;7591575,57;40164275,57
2016-08;Centro;24789395,15;13699039,19;38488434,34;5094985,46;16564630,69
2016-08;Algarve;4027028,85;2438848,96;6465877,81;729140,46;3546352,53
2017-03;Alentejo;5141118,47;2815342,96;7956461,43;1151052,20;3276818,76
2017-06;Norte;30882413,62;17200899,33;48083312,95;7114931,19;33256015,77
2017-07;Centro;26359913,54;14327728,81;40687642,35;5487584,87;15566907,17
2017-09;Norte;31222594,96;17435786,12;48658381,08;7153086,49;29984835,67
2017-09;Algarve;3870236,11;2300423,58;6170659,69;729833,71;3614037,96
2017-10;Norte;32675385,41;19155653,98;51831039,39;7346979,03;33483096,55
2017-10;Lisboa;35563167,98;22258857,66;57822025,64;7755008,07;43272566,36
2017-11;Norte;32807138,81;19060954,05;51868092,86;7391412,49;31919559,44
2017-12;Centro;25674789,71;14175913,33;39850703,04;5299794,10;14193373,66
2017-12;Algarve;3710285,95;2233727,96;5944013,91;696435,29;2369624,74
2018-01;Norte;34073174,90;19532294,78;53605469,68;7791830,53;35036570,61
2018-01;Algarve;4043873,56;2439663,81;6483537,37;770896,12;4194094,05
2018-03;Algarve;4037643,80;2364246,22;6401890,02;770156,75;3977551,31
2018-04;Lisboa;36038603,63;21428881,89;57467485,52;8039803,02;44506765,52
2018-05;Alentejo;4895079,39;2692970,52;7588049,91;1172879,36;3164437,20
2018-06;Centro;27103616,15;14314349,08;41417965,23;5742790,40;18153526,54
2018-06;Lisboa;35820142,13;21128090,88;56948233,01;8093649,51;44575977,50
2018-07;Lisboa;37725445,15;22281582,10;60007027,25;8529316,71;47305740,89
2018-07;Alentejo;4950901,58;2699626,43;7650528,01;1199921,12;3288480,71
2018-07;Algarve;4275045,18;2573066,12;6848111,30;815237,98;3996554,12
2018-08;Centro;26503882,75;13995459,98;40499342,73;5616305,98;18263527,17
2018-08;Alentejo;4616989,13;2503994,55;7120983,68;1113511,30;3281918,52
2018-09;Norte;31493224,95;17299799,76;48793024,71;7266084,41;35222421,78
2018-09;Alentejo;4521522,25;2451157,94;6972680,19;1115031,83;2962592,88
2018-09;Algarve;3913393,45;2316824,30;6230217,75;739213,74;3648676,44
2018-10;Lisboa;39053849,68;23459055,52;62512905,20;8783164,53;46598783,56
2018-10;Algarve;4218723,78;2513263,23;6731987,01;806530,16;3355352,88
2018-12;Centro;20922732,99;11005056,11;31927789,10;4327848,35;15135702,96
2018-12;Algarve;3996938,62;2323420,96;6320359,58;759638,95;2721986,01
2019-01;Norte;40261155,17;22533381,51;62794536,68;9064161,05;39258801,04
2019-01;Alentejo;5986156,22;3263624,77;9249780,99;1431579,71;3283139,22
2019-01;Algarve;4233967,17;2517974,30;6751941,47;805339,42;4422843,30
2019-03;Centro;27752692,28;14615702,69;42368394,97;5793503,53;17916087,65
2019-03;Algarve;4208198,70;2447621,09;6655819,79;803660,20;4278737,37
2019-04;Lisboa;36602112,58;21442633,04;58044745,62;8153837,83;0,00
2019-04;Algarve;4140524,60;2411632,37;6552156,97;784560,63;4213484,81
2019-05;Norte;40844896,74;22130362,90;62975259,64;9153756,48;42680352,42
2019-05;Alentejo;6120440,56;3233593,84;9354034,40;1452290,48;3229629,22
2019-07;Lisboa;41225996,60;23617722,50;64843719,10;9077624,05;0,00
2019-07;Alentejo;5372728,75;2821602,25;8194331,00;1263476,47;3345167,88
2019-09;Lisboa;35206446,44;20319125,54;55525571,98;7725495,53;0,00
2019-10;Centro;30750115,93;16001915,05;46752030,98;6303007,58;0,00
2019-10;Alentejo;5339962,77;2825293,19;8165255,96;1254531,62;3859915,77
2019-10;Algarve;4582275,14;2634097,78;7216372,92;849359,43;2037158,70
2019-12;Alentejo;5120868,52;2664662,35;7785530,87;1199977,50;3170997,97
2020-01;Norte;38241368,88;20701524,50;58942893,38;8383558,84;41790562,00
2020-02;Norte;35310279,15;19039742,66;54350021,81;7718443,68;35283995,50
2020-02;Alentejo;4959931,14;2597331,34;7557262,48;1162642,49;3049174,29
2020-04;Centro;26846462,01;13079461,33;39925923,34;5479897,21;16679703,45
2020-04;Lisboa;34632333,65;18353888,94;52986222,59;7509008,05;0,00
2020-04;Algarve;4032107,69;2143528,78;6175636,47;747671,95;3728111,03
2020-05;Norte;31972998,69;16435266,23;48408264,92;7038432,51;34746638,49
2020-05;Centro;26216410,25;13049957,98;39266368,23;5375611,46;17063448,41
2020-06;Lisboa;35503958,47;19788602,23;55292560,70;7752032,91;0,00
2020-07;Lisboa;39684820,67;22021658,37;61706479,04;9318248,80;0,00
2020-08;Norte;32497257,53;17163288,99;49660546,52;7122303,41;39555758,93
2020-08;Algarve;4300414,10;2488906,85;6789320,95;814103,47;2651616,90
2020-10;Algarve;4545849,28;2668188,82;7214038,10;851825,90;2392467,22
2020-12;Norte;36492139,81;19318703,76;55810843,57;7983797,69;13492407,63
2020-12;Centro;29769146,88;15278171,83;45047318,71;6153731,66;17343496,10
2020-12;Algarve;4452950,46;2517466,00;6970416,46;847512,43;2264286,63
2021-01;Alentejo;5076812,27;2623579,44;7700391,71;1177801,62;3649562,08
2021-03;Norte;38566462,73;20326023,55;58892486,28;8451282,54;48377874,08
2021-06;Centro;29759524,74;14971295,32;44730820,06;6155166,20;20172889,02
2021-06;Algarve;4712360,42;2628995,50;7341355,92;898169,65;3071802,01
2021-06;Alentejo;5115488,25;2625244,94;7740733,19;1190457,09;3633031,88
2021-07;Norte;40028932,39;20653627,54;60682559,93;8740870,92;47169934,68
2021-07;Lisboa;42532411,85;23440854,16;65973266,01;9152913,47;0,00
2021-08;Norte;37355592,00;19100248,83;56455840,83;8071848,61;49331531,54
2021-09;Centro;31047483,26;15513037,61;46560520,87;6324235,77;22871838,32
2021-09;Algarve;4865939,48;2688451,61;7554391,09;914966,83;2603675,35
2021-10;Lisboa;42093056,92;23918716,85;66011773,77;8889558,98;0,00
2021-10;Alentejo;5416356,58;2768904,35;8185260,93;1230534,93;3796665,29
2022-01;Alentejo;5413391,56;2734709,15;8148100,71;1230542,38;3858671,25
2022-02;Norte;38134169,91;19517463,76;57651633,67;8153080,46;49160010,65
2022-02;Alentejo;5147684,02;2582644,05;7730328,07;1160848,60;3514627,68
2022-03;Norte;43796420,89;22646314,46;66442735,35;9357542,65;56580381,48
2022-03;Lisboa;46517333,33;25761809,59;72279142,92;9799738,36;0,00
